what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384620356508
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384620382653
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384620382825
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384620391155
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384620398456
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAs",1384620398456
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384620399673
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384620417410
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1384620428361
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384620430498
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384620433010
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1384620433010
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384620433884
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384620460123
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1384620460965
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1384620469483
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1384620681081
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1384620691549
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384620716025
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384620717367
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1384620729394
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1384620732468
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1384620750675
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1384620770565
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384620774402
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384620775479
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1384620777538
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1384620777756
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1384620887970
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1384620934209
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1384620939201
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1384620942414
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384620954068
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384620954941
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1384620956579
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1384620956735
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1384620997919
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1384621105497
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1384621252464
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1384621255226
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1384621257472
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1384621277768
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1384621280888
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1384621283040
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1384621349964
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1384621438089
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1384621604463
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1384621607442
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1384621607614
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384621764815
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384621802797
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1384621853575
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1384621870376
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1384622025690
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1384622027265
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1384622055657
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1384622058418
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1384622132877
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1384622140942
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1384622147494
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1384622148181
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1384622154452
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1384622169334
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1384622173593
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1384622175871
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1384622190878
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1384622425268
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1384622427390
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1384622430010
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1384622435236
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1384622437108
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1384622495718
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1384622502878
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1384622504781
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1384622509446
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1384622522128
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1384622549272
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1384622572626
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384622586244
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384622587196
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1384622593888
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1384622712979
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384622713696
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384622714898
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1384622756316
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1384622756862
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1384622756893
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1384622756940
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1384622756971
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1384622757002
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1384622757236
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1384622769248
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384622777610
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384622778327
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1384622779872
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1384622779996
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1384622802788
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1384622825548
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1384622827358
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1384622829168
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1384622935201
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1384622976962
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1384622979770
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1384623013809
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1384623017257
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384623027818
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384623039420
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1384623105346
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1384623107436
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384623112475
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384623125964
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1384623129334
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384623136728
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384623137805
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384623163108
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384623163935
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1384623173700
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1384623181095
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384623185759
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384623186680
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384623190720
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384623191672
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384623207162
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384623207818
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384623211016
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384623211811
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1384623235414
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1384623249220
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1384623272105
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384623306768
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384623307455
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384623331775
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384623332618
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1384623347968
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384623348795
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384623350027
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384623353537
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384623354504
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384623372226
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384623373053
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384623474687
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384623475514
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384623492689
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384623493594
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384623534638
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384623535386
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1384623581016
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1384623582015
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1384623582842
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1384623584558
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1384623602404
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1384623680498
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1384623847199
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384623848572
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384623850460
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1384623858119
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1384623859742
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1384623888414
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1384624189245
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1384624195672
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1384624221006
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384624229602
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384624230413
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384624237558
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384624238244
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384624301097
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384624301752
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384624418144
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384624419111
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384624431372
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384624432402
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384624452120
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384624452932
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384624469390
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384624470232
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384624478250
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384624479030
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384624483523
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384624484334
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1384624489560
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384624490871
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384624492056
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384624502664
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384624503491
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384624509700
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384624510620
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384624517687
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384624518498
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384624549839
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384624550619
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384624597044
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384624597871
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1384624619867
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1384624621162
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1384624623330
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384624625062
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384624625920
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1384624636185
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1384624638041
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1384624639679
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1384624648462
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1384624663469
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384624721439
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384624722328
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384624730487
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384624731376
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384624736914
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384624737647
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384624740284
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384624748064
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384624760029
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384624760902
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384624769404
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384624770574
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384624774069
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384624775130
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384624778203
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384624779045
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1384624784162
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1384624787734
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1384624815022
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1384624817143
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1384624819468
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1384624823742
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1384624844989
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1384624846566
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1384624857283
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1384624859857
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1384624861698
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1384624864428
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384624896674
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384624940526
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1384625119679
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1384625246616
no handler,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1384625252248
no handler,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1384625252482
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1384625257443
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1384625265976
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1384625273776
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1384625279064
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1384625287348
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1384625290296
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1384625307254
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384625637802
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384625639674
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1384625639846
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.0.20110607-2117,"org.eclipse.m2e.logback.configuration",1384625640173
stopped,bundle,org.eclipse.m2e.discovery,1.0.0.20110607-2117,"org.eclipse.m2e.discovery",1384625640204
stopped,bundle,org.eclipse.m2e.refactoring,1.0.0.20110607-2117,"org.eclipse.m2e.refactoring",1384625640220
stopped,bundle,org.eclipse.m2e.editor,1.0.0.20110607-2117,"org.eclipse.m2e.editor",1384625640267
stopped,bundle,org.eclipse.m2e.editor.xml,1.0.0.20110607-2117,"org.eclipse.m2e.editor.xml",1384625640298
stopped,bundle,org.eclipse.m2e.jdt,1.0.0.20110607-2117,"org.eclipse.m2e.jdt",1384625640314
stopped,bundle,org.eclipse.m2e.launching,1.0.0.20110607-2117,"org.eclipse.m2e.launching",1384625640314
stopped,bundle,org.eclipse.m2e.usagedata,1.0.0.20110607-2117,"org.eclipse.m2e.usagedata",1384625640314
stopped,bundle,com.android.ide.eclipse.adt,12.0.0.v201106281929-138431,"com.android.ide.eclipse.adt",1384625640314
stopped,bundle,org.eclipse.ui.cheatsheets,3.4.100.v20110425,"org.eclipse.ui.cheatsheets",1384625640314
stopped,bundle,org.eclipse.help.ui,3.5.100.v20110425,"org.eclipse.help.ui",1384625640314
stopped,bundle,org.eclipse.help.webapp,3.6.0.v20110518,"org.eclipse.help.webapp",1384625640376
stopped,bundle,org.eclipse.epp.mpc.ui,1.1.0.I20110525-0742,"org.eclipse.epp.mpc.ui",1384625640376
stopped,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1384625640376
stopped,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1384625640376
stopped,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1384625640376
stopped,bundle,org.eclipse.help.base,3.6.0.v201106131736,"org.eclipse.help.base",1384625640376
stopped,bundle,org.eclipse.equinox.http.jetty,2.0.100.v20110502,"org.eclipse.equinox.http.jetty",1384625640392
stopped,bundle,org.eclipse.m2e.core.ui,1.0.0.20110607-2117,"org.eclipse.m2e.core.ui",1384625640423
stopped,bundle,org.eclipse.m2e.core,1.0.0.20110607-2117,"org.eclipse.m2e.core",1384625640423
stopped,bundle,org.eclipse.mylyn.ide.ant,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ant",1384625640485
stopped,bundle,org.eclipse.ant.ui,3.5.100.v20110510,"org.eclipse.ant.ui",1384625640485
stopped,bundle,org.eclipse.ant.launching,1.0.100.v20110506,"org.eclipse.ant.launching",1384625640501
stopped,bundle,org.eclipse.compare.win32,1.0.200.I20110510-0800,"org.eclipse.compare.win32",1384625640516
